17 20   0.40000001   0.00000000   0.00000000
18 0   0.00000000   0.00000000   0.00000000
18 1  -0.00052486   0.00086300   0.09968812
18 2  -0.00115434   0.00008500   0.09964870
18 3  -0.00185746  -0.00150696   0.09961234
18 4  -0.00261466  -0.00392778   0.09957675
18 5  -0.00349481  -0.00724166   0.09954594
18 6  -0.00457385  -0.01159445   0.09952228
18 7  -0.00594094  -0.01721895   0.09950877
18 8  -0.00768093  -0.02441766   0.09951138
18 9  -0.00985358  -0.03353066   0.09954102
18 10  -0.01246760  -0.04487439   0.09961614
18 11  -0.01544963  -0.05863969   0.09976705
18 12  -0.01861334  -0.07474780   0.10004511
18 13  -0.02165763  -0.09264908   0.10054307
18 14  -0.02406858  -0.11092748   0.10142388
18 15  -0.02503977  -0.12637286   0.10293800
18 16  -0.02173655  -0.13258743   0.10531241
18 17  -0.00746234  -0.11944103   0.10865179
18 18   0.04189428  -0.07648632   0.11251512
18 19   0.16448438  -0.00422424   0.11539464
18 20   0.40000001   0.00000000   0.00000000
19 0   0.00000000   0.00000000   0.00000000
19 1  -0.00025387   0.00086983   0.09969032
19 2  -0.00028544   0.00043867   0.09963083
19 3  -0.00043602  -0.00024409   0.09957489
19 4  -0.00060030  -0.00121629   0.09952429
19 5  -0.00080197  -0.00254180   0.09947652
19 6  -0.00105621  -0.00429415   0.09943204
19 7  -0.00138682  -0.00658253   0.09939338
19 8  -0.00182220  -0.00955814   0.09936640
19 9  -0.00238886  -0.01340928   0.09936265
19 10  -0.00310661  -0.01834454   0.09940346
19 11  -0.00398086  -0.02456087   0.09952505
19 12  -0.00499537  -0.03218374   0.09978635
19 13  -0.00615112  -0.04118082   0.10028121
19 14  -0.00752205  -0.05130365   0.10117358
19 15  -0.00947141  -0.06223816   0.10277143
19 16  -0.01134954  -0.07347007   0.10568453
19 17  -0.01102521  -0.08370868   0.11080083
19 18   0.00331482  -0.08208310   0.11907101
19 19   0.05285660  -0.02313296   0.12970544
19 20   0.40000001   0.00000000   0.00000000
20 0   0.00000000   0.00000000   0.00000000
20 1   0.00000000   0.00000000   0.00000000
20 2   0.00000000   0.00000000   0.00000000
20 3   0.00000000   0.00000000   0.00000000
20 4   0.00000000   0.00000000   0.00000000
20 5   0.00000000   0.00000000   0.00000000
20 6   0.00000000   0.00000000   0.00000000
20 7   0.00000000   0.00000000   0.00000000
20 8   0.00000000   0.00000000   0.00000000
20 9   0.00000000   0.00000000   0.00000000
20 10   0.00000000   0.00000000   0.00000000
20 11   0.00000000   0.00000000   0.00000000
20 12   0.00000000   0.00000000   0.00000000
20 13   0.00000000   0.00000000   0.00000000
20 14   0.00000000   0.00000000   0.00000000
20 15   0.00000000   0.00000000   0.00000000
20 16   0.00000000   0.00000000   0.00000000
20 17   0.00000000   0.00000000   0.00000000
20 18   0.00000000   0.00000000   0.00000000
20 19   0.00000000   0.00000000   0.00000000
20 20   0.40000001   0.00000000   0.00000000
